geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,Alicante_hdbscan_5_5
POINT (-0.4952883 38.3465413),M5enos Unidas,second_hand,,,,,,,,,,,,-0.4952883,38.3465413,-1
POINT (-0.4945796 38.3464169),Alejandro Oviedo,hairdresser,,,,,,,,,,,,-0.4945796,38.3464169,-1
POINT (-0.4923429 38.3443563),Optivision,optician,,,,,,,,,,,,-0.4923429,38.3443563,-1
POINT (-0.4924576 38.3442963),Rogel Music,musical_instrument,,,,,,,,,,,,-0.4924576,38.3442963,-1
POINT (-0.4941528 38.3449766),Record Go,,car_rental,,,,,,,,,,,-0.4941528,38.3449766,102
POINT (-0.4918261 38.3439794),Alain Afflelou,optician,,,,,,,,,,,,-0.4918261,38.3439794,103
POINT (-0.4933483 38.3448688),Deutsche Bank,,bank,,,,,,,,,,,-0.4933483,38.3448688,102
POINT (-0.4914239 38.3437691),Saxo,shoes,,,,,,,,,,,,-0.4914239,38.3437691,103
POINT (-0.4936103 38.3442706),Select,shoes,,,,,,,,,,,,-0.4936103,38.3442706,102
POINT (-0.4923704 38.3441602),Da Riccardo,,restaurant,,,,,,,,,,,-0.4923704,38.3441602,-1
POINT (-0.493911 38.3446457),Mi Colombia,,cafe,,,,,,,,,,,-0.493911,38.3446457,102
POINT (-0.4934661 38.3448028),Taberna Estrella,,cafe,,,,,,,,,,,-0.4934661,38.3448028,102
POINT (-0.4911193 38.3433257),Ale Hop,gift,,,,,,,,,,,,-0.4911193,38.3433257,-1
POINT (-0.4873872 38.3434839),Topo Gigio,,restaurant,,,,,,,,,,italian,-0.4873872,38.3434839,98
POINT (-0.4826555 38.1663816),,,atm,,,,,,,,,,,-0.4826555,38.1663816,1
POINT (-0.4826783 38.1661885),La Pecera,,restaurant,,,,,,,,,,,-0.4826783,38.1661885,1
POINT (-0.4803634 38.1663047),,,post_box,,,,,,,,,,,-0.4803634,38.1663047,1
POINT (-0.4943082 38.3443839),SuperQuick Change,,bureau_de_change,,,,,,,,,,,-0.4943082,38.3443839,-1
POINT (-0.4941239 38.3475637),Casa Hermandad Santa Cena Alicante,,,,,religion,,,,,,,,-0.4941239,38.3475637,-1
POINT (-0.4792613 38.3570104),Churrería la Madrileña,,cafe,,,,,calle Gasset y Artime,30,,,,breakfast;churro;spanish,-0.4792613,38.3570104,-1
POINT (-0.4915728 38.3401815),,hairdresser,,,,,,,,,,,,-0.4915728,38.3401815,101
POINT (-0.4914678 38.3402304),B Movie,,school,,,,,,,,,,,-0.4914678,38.3402304,101
POINT (-0.4906825 38.3399502),,hairdresser,,,,,,,,,,,,-0.4906825,38.3399502,-1
POINT (-0.4840784 38.3641205),Casa Manolo,,restaurant,,,,,,,,,,,-0.4840784,38.3641205,58
POINT (-0.4912821 38.3432298),Mira la Hora,watches,,,,,,,,,,,,-0.4912821,38.3432298,103
POINT (-0.4918908 38.3432605),Nichi Seijo,shoes,,,,,,,,,,,,-0.4918908,38.3432605,103
POINT (-0.4918216 38.3432638),TZ Fabricantes,clothes,,,,,,,,,,,,-0.4918216,38.3432638,103
POINT (-0.4889417 38.3440782),,,bank,,,,,,,,,,,-0.4889417,38.3440782,-1
POINT (-0.4841716 38.3636967),Maestro Alonso 156,,pharmacy,,pharmacy,,,,,,,,,-0.4841716,38.3636967,58
POINT (-0.4842004 38.3637956),Mikel & Nelson,,restaurant,,,,,,,,,,,-0.4842004,38.3637956,58
POINT (-0.4845753 38.3637914),ONCE,lottery,,,,,,,,,ONCE,,,-0.4845753,38.3637914,58
POINT (-0.4900854 38.3876384),Cervecería Capri,,pub,,,,,,,,,,,-0.4900854,38.3876384,8
POINT (-0.4909777 38.3872318),BBVA,,bank,,,,,,,,BBVA,,,-0.4909777,38.3872318,8
POINT (-0.491087 38.3872477),Mónica Cebrián Salón de Belleza,hairdresser,,,,,,,,,,,,-0.491087,38.3872477,8
POINT (-0.4910586 38.3872489),Asempal Asesores,,,,,tax_advisor,,,,,,,,-0.4910586,38.3872489,8
POINT (-0.4908481 38.3872242),Artículos de Droguería El Palamó,lottery,,,,,,,,,Loterías y Apuestas del Estado,,,-0.4908481,38.3872242,8
POINT (-0.4902116 38.3871464),King Turco Donner Kebab,,fast_food,,,,,,,,,,kebab,-0.4902116,38.3871464,8
POINT (-0.5126928 38.3473272),El Artesano Italiano,,restaurant,,,,,Calle Cefeo,57,3006.0,,,pizza,-0.5126928,38.3473272,59
POINT (-0.4843305 38.3641783),Restaurante Piedra de Jade,,restaurant,,,,,,,,,,,-0.4843305,38.3641783,58
POINT (-0.4844752 38.3430255),Upikum Discoteca Alicante,,bar,,,,,calle Coloma,31,3001.0,,,,-0.4844752,38.3430255,98
POINT (-0.4840147 38.3635474),Nougranada,,pub,,,,,,,,,,,-0.4840147,38.3635474,58
POINT (-0.483442 38.362866),Casa Susi,convenience,,,,,,,,,,,,-0.483442,38.362866,58
POINT (-0.4133139 38.3684708),Catay Home,interior_decoration,,,,,,,,,,,,-0.4133139,38.3684708,24
POINT (-0.4137555 38.3684668),Cactus Cantina,,pub,,,,,,,,,,,-0.4137555,38.3684668,24
POINT (-0.4301609 38.3627385),Catay,variety_store,,,,,,,,,,,,-0.4301609,38.3627385,-1
POINT (-0.4558744 38.3675056),El Sorell,,restaurant,,,,,,,,,,,-0.4558744,38.3675056,-1
POINT (-0.4726081 38.3684128),Centro Médico HLA Vistahermosa 77,,clinic,,clinic,,,,,,,,,-0.4726081,38.3684128,-1
POINT (-0.4793678 38.3632497),,,,,physiotherapist,,,avinguda del Periodista Rodolfo Salazar / avenida Periodista Rodolfo Salazar,27,,,,,-0.4793678,38.3632497,-1
POINT (-0.4864585 38.3726),Consum,supermarket,,,,,,,,,Consum,,,-0.4864585,38.3726,32
POINT (-0.490907 38.3865376),,tobacco,,,,,,,,,,,,-0.490907,38.3865376,8
POINT (-0.4909343 38.3868064),Muebles Villafranqueza,furniture,,,,,,,,,,,,-0.4909343,38.3868064,8
POINT (-0.4909106 38.3869741),La Bolera,,pub,,,,,,,,,,,-0.4909106,38.3869741,8
POINT (-0.4905428 38.3870061),La Ermita,bakery,,,,,,,,,,,,-0.4905428,38.3870061,8
POINT (-0.4906893 38.3871482),Ernesto,butcher,,,,,,,,,,,,-0.4906893,38.3871482,8
POINT (-0.4904893 38.3871133),Carmen Mulet,hairdresser,,,,,,,,,,,,-0.4904893,38.3871133,8
POINT (-0.4753558 38.3507598),,,,viewpoint,,,,,,,,,,-0.4753558,38.3507598,-1
POINT (-0.4858906 38.3451913),Escuela de Español Sebastián Elcano,,language_school,,,,,,,,,,,-0.4858906,38.3451913,-1
POINT (-0.4852016 38.3496925),Las Tijeras de Gloria,fabric,,,,,,carrer de Manuel Antón / calle Manuel Antón,4,3004.0,,,,-0.4852016,38.3496925,-1
POINT (-0.4935898 38.3485864),Gimnasio Colseum,,,,,,fitness_centre,,,,,,,-0.4935898,38.3485864,-1
POINT (-0.4858437 38.3570057),SeoForce Agency,,,,,it,,Carrer de l'Enginyer Sanchiz Pujalte / Calle Ingeniero Sanchiz Pujalte,,,,,,-0.4858437,38.3570057,78
POINT (-0.4886373 38.3649881),Al Paladar,,restaurant,,,,,,,,,,,-0.4886373,38.3649881,-1
POINT (-0.4883809 38.3647073),Ibermutua,,clinic,,clinic,,,,,,,,,-0.4883809,38.3647073,-1
POINT (-0.5152204 38.3438135),Autos Caster,car,,,,,,,,,,,,-0.5152204,38.3438135,54
POINT (-0.5157484 38.3490387),Taller Víctor de la Serna,repair,,,,,,,,,,,,-0.5157484,38.3490387,-1
POINT (-0.5229032 38.2792645),Consultorio Urbanova,,doctors,,doctor,,,,,,,Generalitat Valenciana,,-0.5229032,38.2792645,5
POINT (-0.5017921 38.3368832),,,restaurant,,,,,,,,,,,-0.5017921,38.3368832,-1
POINT (-0.5700465 38.3394321),Green Stuff World,toys,,,,,,Calle del Chelín,24,3114.0,,,,-0.5700465,38.3394321,4
POINT (-0.4835825 38.3478372),Mirador barrio Santa Cruz,,,attraction,,,,,,,,,,-0.4835825,38.3478372,-1
POINT (-0.4167992 38.3854977),Barber Sudio 20,hairdresser,,,,,,,,,,,,-0.4167992,38.3854977,16
POINT (-0.4943827 38.3448501),VeAn Tattoo,tattoo,,,,,,avenida de la Estación,20,3005.0,,,,-0.4943827,38.3448501,102
POINT (-0.4820725 38.3453525),El Palacete Resto & Brunch,,restaurant,,,,,Carrer de Sant Nicolau,3,3002.0,,,argentinian;bagel;breakfast;cake;coffee_shop;italian_pizza;pasta,-0.4820725,38.3453525,107
POINT (-0.5176356 38.3439547),Lidl,supermarket,,,,,,calle Poeta Pastor,,,Lidl,,,-0.5176356,38.3439547,54
POINT (-0.5163247 38.3497113),Colegio Médico Pedro Herrero,,college,,,,,Calle Víctor de la Serna,37-39,3006.0,,,,-0.5163247,38.3497113,-1
POINT (-0.4837828 38.3467944),,,restaurant,,,,,Plaça de Sant Cristòfol / Plaza de San Cristóbal,,,,,thai,-0.4837828,38.3467944,114
POINT (-0.4881496 38.3421291),Coyote Ugly Gadea,,bar,,,,,avenida doctor Gadea,11,3003.0,,,,-0.4881496,38.3421291,97
POINT (-0.4869399 38.3433712),Altabirra,,pub,,,,,,,,,,,-0.4869399,38.3433712,98
POINT (-0.4815354 38.1668916),La Muralla,,restaurant,,,,,,,,,,mediterranean,-0.4815354,38.1668916,1
POINT (-0.4859197 38.343778),Malevo,,restaurant,,,,,,45,,,,sandwich;empanada,-0.4859197,38.343778,98
POINT (-0.4998735 38.3377797),Habitat Atlantis,,,,,property_management,,,,,,,,-0.4998735,38.3377797,-1
POINT (-0.5000271 38.339318),Naya AedasHomes,,,,,property_management,,,,,,,,-0.5000271,38.339318,-1
POINT (-0.499216 38.3393853),Balmis AedasHomes,,,,,property_management,,,,,,,,-0.499216,38.3393853,-1
POINT (-0.4986753 38.3394224),Nuevo Centro Alicante,,,,,property_management,,,,,,,,-0.4986753,38.3394224,-1
POINT (-0.4979328 38.3394358),"Mirador del Mar, Alicante",,,,,property_management,,avenida Catedrático Soler,25,,,,,-0.4979328,38.3394358,-1
POINT (-0.4967059 38.3394902),Residencial Thalassa,,,,,property_management,,,,,,,,-0.4967059,38.3394902,-1
POINT (-0.4961384 38.3395473),Residencial Adamar,,,,,property_management,,avenida Catedrático Soler,,,,,,-0.4961384,38.3395473,84
POINT (-0.4956243 38.3395902),Savery AedasHomes,,,,,property_management,,,,,,,,-0.4956243,38.3395902,-1
POINT (-0.4769155 38.3527949),Bitcoin ATM - Shitcoins.club,,atm,,,,,Plaza Doctor Gomez Ulloa,1,3013.0,,Shitcoins.club,,-0.4769155,38.3527949,60
POINT (-0.4144339 38.3701775),Dua Clinic,,hospital,,hospital,,,Avinguda de Santander / Avenida de Santander,21,3540.0,,,,-0.4144339,38.3701775,26
POINT (-0.4859774 38.3467278),Rice & Bones,,restaurant,,,,,calle Castaños,34,,,,local;mediterranean;spanish,-0.4859774,38.3467278,-1
POINT (-0.4953177 38.3385077),Ayanz,,,,,property_management,,Avenida de Elche / Avinguda d'Elx,,,,,,-0.4953177,38.3385077,-1
POINT (-0.4850314 38.3596015),Food Mood,,fast_food,,,,,,,,,,,-0.4850314,38.3596015,79
POINT (-0.4785217 38.3525256),Restaurante Casa Riquelme,,restaurant,,,,,,,,,,,-0.4785217,38.3525256,-1
POINT (-0.4139587 38.3705368),Los Pacos,,restaurant,,,,,,,,,,spanish,-0.4139587,38.3705368,26
POINT (-0.4898306 38.3431191),K-Tuin,mobile_phone,,,,,,,,3003.0,,,,-0.4898306,38.3431191,104
POINT (-0.4899731 38.3430167),,sports,,,,,,,,,,,,-0.4899731,38.3430167,104
POINT (-0.4534704 38.3730307),Consultori Auxiliar Vistahermosa,,doctors,,,,,,,,,Generalitat Valenciana,,-0.4534704,38.3730307,12
POINT (-0.5687076 38.3394829),Embention,,,,,it,,Calle del Chelín,16,3114.0,,,,-0.5687076,38.3394829,4
POINT (-0.6152719 38.3705598),Granja escuela Lo Boligni,,,guest_house,,,,,,,,,,-0.6152719,38.3705598,-1
POINT (-0.4875695 38.3505188),Casa Mia Italia,,restaurant,,,,,calle Juan de Herrera,38,3004.0,,,italian,-0.4875695,38.3505188,90
POINT (-0.4875417 38.3503912),El Refugio,sports,,,,,,calle Juan de Herrera,35,3004.0,,,,-0.4875417,38.3503912,90
POINT (-0.4739193 38.3480948),Xiringuito el postiguet,,restaurant,,,,,Platja del Postiguet,,3001.0,,,,-0.4739193,38.3480948,68
POINT (-0.5250911 38.3420791),,outdoor,,,,,,avenida Mare Nostrum,8,,,,,-0.5250911,38.3420791,40
POINT (-0.4948897 38.3477293),Fincas HG,,,,,estate_agent,,Carrer del Cardenal Belluga / Calle Cardenal Belluga,23,3005.0,,,,-0.4948897,38.3477293,-1
POINT (-0.4870087 38.3485657),La Favorita Bar,,restaurant,,,,,Carrer del Poeta Quintana,6,3004.0,,,tapas,-0.4870087,38.3485657,96
POINT (-0.5105493 38.3479656),Katia,,cafe,,,,,Calle Aldebarán,65,,,,,-0.5105493,38.3479656,59
POINT (-0.5080638 38.3442007),Altamira Rotonda,,bar,,,,,glorieta músico Emilio Álvarez Antón,2,,,,,-0.5080638,38.3442007,64
POINT (-0.4824429 38.3468192),Swallow - Speciality Coffee & Houseplants,,cafe,,,,,plaza del Carmen,13,3002.0,,,,-0.4824429,38.3468192,-1
POINT (-0.5030845 38.3555793),Red Padel,sports,,,,,,Avenida Isla de Corfú,,,,,,-0.5030845,38.3555793,48
POINT (-0.5639383 38.3408967),Las Atalayas,,restaurant,,,,,,,,,,,-0.5639383,38.3408967,4
POINT (-0.5735055 38.3394026),Iberian Sports Retail Group,,,,,company,,,,,,,,-0.5735055,38.3394026,4
POINT (-0.5645301 38.3393795),Moeve Gas,gas,,,,,,,,,Moeve,,,-0.5645301,38.3393795,4
POINT (-0.489202 38.3428509),Malvón,,fast_food,,,,,,,,Malvón,,,-0.489202,38.3428509,104
POINT (-0.4838645 38.3445077),,bakery,,,,,,,,,,,,-0.4838645,38.3445077,-1
POINT (-0.4859792 38.3459563),Circo,,fast_food,,,,,Carrer del Teatre / Calle del Teatro,8,,,,burger,-0.4859792,38.3459563,-1
POINT (-0.5122581 38.3474976),Verfincas,,parcel_locker,,,company,,Carrer de Jaime Niñoles / Calle Jaime Niñoles,43,3006.0,,,,-0.5122581,38.3474976,59
POINT (-0.5031946 38.3434441),,,,hotel,,,,,,,,,,-0.5031946,38.3434441,71
POINT (-0.5032017 38.3434211),,,,guest_house,,,,,,,,,,-0.5032017,38.3434211,71
POINT (-0.4822431 38.3462128),Parabarap,,bar,,,,,,,,,,,-0.4822431,38.3462128,-1
POINT (-0.4818937 38.3460268),Anouki's Pub,,bar,,,,,,,,,,,-0.4818937,38.3460268,107
POINT (-0.480701 38.3458266),Gastrobar Moscova,,restaurant,,,,,,,,,,,-0.480701,38.3458266,-1
POINT (-0.4822609 38.3459783),Boca de Vin,,pub,,,,,,,,,,,-0.4822609,38.3459783,-1
POINT (-0.4877075 38.3407309),El Rincón de Nadia,,cafe,,,,,,,,,,,-0.4877075,38.3407309,-1
POINT (-0.4866604 38.3432289),Bubbles Beer Club,,pub,,,,,,,,,,,-0.4866604,38.3432289,98
POINT (-0.4855456 38.3480978),Sibuya Sushi,,restaurant,,,,,,,,,,japanese,-0.4855456,38.3480978,110
POINT (-0.4787703 38.348345),,,cafe,,,,,,,,,,,-0.4787703,38.348345,-1
POINT (-0.4820198 38.3465128),,,,museum,,,,,,,,,,-0.4820198,38.3465128,107
POINT (-0.4833763 38.3703143),Centro Comunitario Virgen del Carmen,,community_centre,,,,,,,,,Ajuntament d'Alacant,,-0.4833763,38.3703143,-1
POINT (-0.4848428 38.3377331),Fundación ELLIS Alicante,,,,,research,,,,,,,,-0.4848428,38.3377331,-1
POINT (-0.4794952 38.3584837),Mexican Granny,,restaurant,,,,,,,,,,mexican,-0.4794952,38.3584837,-1
POINT (-0.4770721 38.3551974),Forn de Pa Nou Sant Antoni,bakery,,,,,,,,,,,,-0.4770721,38.3551974,60
POINT (-0.4845366 38.3582548),Pandebonos Take away,,cafe,,,,,"Jaime Segarra,",15,3010.0,,,colombiana,-0.4845366,38.3582548,-1
POINT (-0.4827304 38.3438535),Vagabond,,restaurant,,,,,Carrer de Sant Ferran / Calle San Fernando,,,,,lebanese;mexican,-0.4827304,38.3438535,109
POINT (-0.4838023 38.3554801),Bar Cervecería Rovira Tapas,,pub,,,,,,,,,,,-0.4838023,38.3554801,-1
POINT (-0.4822501 38.1663852),Isla Tabarca,,,attraction,,,,,,,,,,-0.4822501,38.1663852,1
POINT (-0.4857909 38.343836),Calle San Francisco,,,attraction,,,,,,,,,,-0.4857909,38.343836,98
POINT (-0.48742 38.3420925),La Zona Social Bar,,bar,,,,,,,,,,,-0.48742,38.3420925,-1
POINT (-0.483997 38.3453897),Samana,,restaurant,,,,,la Rambla / La Rambla,,,,,japanese;mediterranean,-0.483997,38.3453897,-1
POINT (-0.4801148 38.3455346),4 elementos gastrobar,,bar,,,,,calle Jorge Juan,10,,,,,-0.4801148,38.3455346,-1
POINT (-0.4872081 38.3426943),,,restaurant,,,,,,,,,,,-0.4872081,38.3426943,-1
POINT (-0.4826481 38.356127),Taberna Las Tostas,,pub,,,,,,,,,,,-0.4826481,38.356127,-1
POINT (-0.4825139 38.3561328),Egun,,restaurant,,,,,Carrer del Gesmil / Calle del Jazmín,38,,,,vasca,-0.4825139,38.3561328,-1
POINT (-0.5018555 38.3366954),,,charging_station,,,,,,,,,,,-0.5018555,38.3366954,-1
POINT (-0.482536 38.3535698),OU Atelier,,arts_centre,,,,,,,,,,,-0.482536,38.3535698,-1
POINT (-0.4849915 38.3511451),,,taxi,,,,,,,,,,,-0.4849915,38.3511451,-1
POINT (-0.4922443 38.3527025),,,,viewpoint,,,,,,,,,,-0.4922443,38.3527025,-1
POINT (-0.4798249 38.358966),Felycan,,veterinary,,,,,Carrer de Cánovas del Castillo / Calle de Cánovas del Castillo,,,,,,-0.4798249,38.358966,74
POINT (-0.477717 38.3535518),Farmacia del Pla,,pharmacy,,,,,,,,,,,-0.477717,38.3535518,60
POINT (-0.4768236 38.3529105),,,taxi,,,,,,,,,,,-0.4768236,38.3529105,60
POINT (-0.488746 38.3495505),,,post_box,,,,,,,,,Correos,,-0.488746,38.3495505,89
POINT (-0.4814596 38.3535794),Farmacia Las Cigarreras,,pharmacy,,,,,,,,,,,-0.4814596,38.3535794,-1
POINT (-0.4831659 38.3534527),Núcleo,,,,,estate_agent,,,,,,,,-0.4831659,38.3534527,-1
POINT (-0.483108 38.3552282),Beauty Queen,,cafe,,,,,,,,,,,-0.483108,38.3552282,-1
POINT (-0.4831274 38.3552489),Beauty Queen,hairdresser,,,,,,,,,,,,-0.4831274,38.3552489,-1
POINT (-0.4831035 38.3561342),,,pharmacy,,,,,,,,,,,-0.4831035,38.3561342,-1
POINT (-0.4921101 38.3390463),Fremap,,clinic,,,,,,,,,,,-0.4921101,38.3390463,-1
POINT (-0.4926969 38.3393528),Centro Médico Mapfre Salud,,clinic,,,,,,,,,,,-0.4926969,38.3393528,-1
POINT (-0.4818884 38.3452351),,,pharmacy,,,,,,,,,,,-0.4818884,38.3452351,107
POINT (-0.483189 38.3444075),,,taxi,,,,,,,,,,,-0.483189,38.3444075,115
POINT (-0.4939047 38.3471104),Active,,,,,insurance,,,,,,,,-0.4939047,38.3471104,-1
POINT (-0.4874593 38.3443542),Delegación de Hacienda,,,,,government,,,,,,,,-0.4874593,38.3443542,-1
POINT (-0.4717984 38.3545628),Aromas Artesanales,perfumery,,,,,,Avinguda de Dénia / Avenida de Denia,,3016.0,,Perfumes y Aromas Artesanales S.L.,,-0.4717984,38.3545628,-1
POINT (-0.4515252 38.3828126),,,charging_station,,,,,,,,,Iberdrola,,-0.4515252,38.3828126,9
POINT (-0.5235352 38.3461333),,,charging_station,,,,,,,,porsche,Porsche,,-0.5235352,38.3461333,40
POINT (-0.4928856 38.3432005),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,-0.4928856,38.3432005,103
POINT (-0.4925418 38.3430413),Vodafone,mobile_phone,,,,,,,,,Vodafone,,,-0.4925418,38.3430413,103
POINT (-0.4924863 38.3429663),Panocha,clothes,,,,,,,,,,,,-0.4924863,38.3429663,103
POINT (-0.492575 38.3430838),Frank Peluqueros,hairdresser,,,,,,,,,,,,-0.492575,38.3430838,103
POINT (-0.4924068 38.3428568),Kids Republic,clothes,,,,,,,,,,,,-0.4924068,38.3428568,103
POINT (-0.4925939 38.3434875),Tezenis,clothes,,,,,,,,,,,,-0.4925939,38.3434875,103
POINT (-0.4925352 38.3434864),Intimissimi,clothes,,,,,,,,,,,,-0.4925352,38.3434864,103
POINT (-0.4924891 38.3434849),AdolfoDominguez,clothes,,,,,,,,,,,,-0.4924891,38.3434849,103
POINT (-0.4924307 38.3434864),Rituals,cosmetics,,,,,,,,,Rituals,,,-0.4924307,38.3434864,103
POINT (-0.4922713 38.3432656),United Colors Of Benetton.,clothes,,,,,,,,,,,,-0.4922713,38.3432656,103
POINT (-0.491635 38.3437396),Meraki,,clinic,,clinic,,,,,,,,,-0.491635,38.3437396,103
POINT (-0.4936319 38.3443289),GoblinTrader,books,,,,,,,,,,,,-0.4936319,38.3443289,102
POINT (-0.4936867 38.3443865),SolConnect,beauty,,,,,,,,,,,,-0.4936867,38.3443865,102
POINT (-0.4931549 38.3439745),Yokoso Japan Market,convenience,,,,,,,,,,,,-0.4931549,38.3439745,-1
POINT (-0.4918454 38.3442686),Vincent's,,pub,,,,,,,,,,,-0.4918454,38.3442686,103
POINT (-0.4917547 38.3439189),ECC Comics,books,,,,,,,,,,,,-0.4917547,38.3439189,103
POINT (-0.4916774 38.3437951),Puroego,clothes,,,,,,,,,,,,-0.4916774,38.3437951,103
POINT (-0.4929608 38.3438982),Tea Shop,tea,,,,,,,,,,,,-0.4929608,38.3438982,-1
POINT (-0.4932756 38.3412043),Level,,,,,educational_institution,,,,,,,,-0.4932756,38.3412043,88
POINT (-0.4931491 38.3411088),Master.D,,,,,educational_institution,,,,,,,,-0.4931491,38.3411088,88
POINT (-0.4932055 38.3410866),GineLevel,,dentist,,dentist,,,,,,,,,-0.4932055,38.3410866,88
POINT (-0.4932329 38.3410723),Ginecológica Levante,,doctors,,doctor,,,,,,,,,-0.4932329,38.3410723,88
POINT (-0.493514 38.3410905),Solmania,beauty,,,,,,,,,,,,-0.493514,38.3410905,88
POINT (-0.4929901 38.3411822),La Valeria De David,,restaurant,,,,,,,,,,,-0.4929901,38.3411822,88
POINT (-0.4928522 38.3412296),Grand Azulmarino,travel_agency,,,,,,,,,,,,-0.4928522,38.3412296,88
POINT (-0.488291 38.3400107),Museum Of Illusions,,,museum,,,,,,,,,,-0.488291,38.3400107,-1
POINT (-0.414482 38.369039),Pizzería Popeye Fontana,,restaurant,,,,,Avinguda de Santander / Avenida de Santander,14,3540.0,,,,-0.414482,38.369039,24
POINT (-0.4576825 38.371442),,,charging_station,,,,,,,,Floox,,,-0.4576825,38.371442,51
POINT (-0.449825 38.3608868),,,restaurant,,,,,,,,,,,-0.449825,38.3608868,-1
POINT (-0.4549404 38.3585242),,,restaurant,,,,,,,,,,,-0.4549404,38.3585242,-1
POINT (-0.4391408 38.3617668),Restaurante To-Bar,,restaurant,,,,,,,,,,regional,-0.4391408,38.3617668,-1
POINT (-0.4346156 38.3636526),Carrefour Express,convenience,,,,,,,,,Carrefour Express,,,-0.4346156,38.3636526,-1
POINT (-0.4844076 38.3487678),The Market Hostel Alicante,,,hostel,,,,,,,,,,-0.4844076,38.3487678,-1
POINT (-0.4107228 38.3662084),Cerveceria Niza 3,,pub,,,,,Avinguda de Niça / Avenida de Niza,3,3540.0,,,,-0.4107228,38.3662084,21
POINT (-0.4171136 38.3640753),Kokito,,veterinary,,,,,,,,,,,-0.4171136,38.3640753,-1
POINT (-0.4831169 38.3444943),Pipirrana Vermut,,pub,,,,,,,,,,,-0.4831169,38.3444943,115
POINT (-0.483078 38.3446237),Pipirrana Vermut,,restaurant,,,,,,,,,,burger;regional,-0.483078,38.3446237,115
POINT (-0.4831512 38.3445972),El Molí,,cafe,,,,,,,,,,,-0.4831512,38.3445972,115
POINT (-0.4379869 38.3653322),Lucentum,ticket,,,,,,,,,,,,-0.4379869,38.3653322,15
POINT (-0.5609964 38.4102198),Restaurante Triant,,restaurant,,,,,,,,,,,-0.5609964,38.4102198,2
POINT (-0.4837505 38.3457204),Consulado Británico,,,,,diplomatic,,la Rambla / La Rambla,28,3002.0,,,,-0.4837505,38.3457204,116
POINT (-0.4771382 38.3526616),El Patio Hostal,,,hotel,,,,Carrer d'Indalecio Prieto / Calle Indalecio Prieto,3,3013.0,,,,-0.4771382,38.3526616,60
POINT (-0.4850115 38.347669),Aires Burger Bar,,fast_food,,,,,,,,,,burger,-0.4850115,38.347669,113
POINT (-0.4881116 38.3433044),ese O ese,clothes,,,,,,Plaça de Calvo Sotelo / Plaza de Calvo Sotelo,4,3001.0,ese O ese,,,-0.4881116,38.3433044,98
POINT (-0.4924088 38.3447629),88 sushi,,restaurant,,,,,Carrer del General Lacy / Calle General Lacy,,,,,asian;sushi,-0.4924088,38.3447629,-1
POINT (-0.4945455 38.3468523),Falange Auténtica,,,,,political_party,,Carrer del Cardenal Belluga / Calle Cardenal Belluga,3,3005.0,,,,-0.4945455,38.3468523,-1
POINT (-0.4940549 38.3467056),B&B Hotel Alicante Centro,,,hotel,,,,Avinguda de Salamanca / Avenida de Salamanca,38,3005.0,B&B Hotels,,,-0.4940549,38.3467056,-1
POINT (-0.4498632 38.3857389),Carrefour Express,convenience,,,,,,,,,Carrefour Express,,,-0.4498632,38.3857389,9
POINT (-0.4572116 38.3712826),KFC,,fast_food,,,,,,,,KFC,,chicken,-0.4572116,38.3712826,51
POINT (-0.4160704 38.3814123),WAU Technologies Alicante,,,,,it,,Carrer del Periodista Tirso Marín / Calle Periodista Tirso Marín,16,3540.0,,,,-0.4160704,38.3814123,-1
POINT (-0.4877043 38.3494151),Proyecto Español,,language_school,,,,,"Carrer de José Gutiérrez ""Petén"" / Calle José Gutiérrez ""Petén""",41,3004.0,,,,-0.4877043,38.3494151,-1
POINT (-0.4960266 38.3452459),Europcar,,car_rental,,,,,,,,,,,-0.4960266,38.3452459,-1
POINT (-0.4959881 38.3453237),Sixt,,car_rental,,,,,,,,,,,-0.4959881,38.3453237,-1
POINT (-0.4959597 38.3453905),Hertz,,car_rental,,,,,,,,,,,-0.4959597,38.3453905,-1
POINT (-0.4831337 38.3595678),Cafetea,,restaurant,,,,,Carrer del Pinós / Calle Pinoso,5,3012.0,,,coffee_shop,-0.4831337,38.3595678,82
POINT (-0.4833214 38.3595377),A comer!,,restaurant,,,,,Carrer del Pinós / Calle Pinoso,3,3012.0,,,pancake,-0.4833214,38.3595377,82
POINT (-0.4833692 38.3592448),Tumbes,,restaurant,,,,,Carrer del Doctor Buades / Calle Doctor Buades,49,3012.0,,,peruvian,-0.4833692,38.3592448,82
