geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Barcelona_hdbscan_5_5
POINT (2.1962971 41.4046529),Marco Aldany,hairdresser,,,,,,,,,,,,2.1962971,41.4046529,244492,4609166,marco aldany,365
POINT (2.1967694 41.4046882),Rambla Poblenou,optician,cafe,,,,,,,,,,spanish,2.1967694,41.4046882,244544,4609170,rambla poblenou,365
POINT (2.1941868 41.404858),El Fornet,,cafe,,,,,,,,,,,2.1941868,41.404858,244257,4609189,el fornet,315
POINT (2.1934837 41.40537),Restaurante UN-ZA,,restaurant,,,,,Carrer de la Llacuna,142-144,8018.0,,,japanese,2.1934837,41.40537,244179,4609246,restaurante un-za,-1
POINT (2.1977649 41.4035018),Apluma,,fast_food,,,,,Rambla del Poblenou,117,8018.0,,,chicken,2.1977649,41.4035018,244655,4609038,apluma,381
POINT (2.1986522 41.4029),braseria xorus,,restaurant,,,,,Rambla del Poblenou,105,,,,spanish,2.1986522,41.4029,244754,4608971,braseria xorus,384
POINT (2.1989008 41.4027269),La broqueta,,restaurant,,,,,,,,,,,2.1989008,41.4027269,244782,4608952,la broqueta,384
POINT (2.1991561 41.4023418),Mercadona,supermarket,,,,,,,,,Mercadona,Mercadona,,2.1991561,41.4023418,244810,4608909,mercadona,-1
POINT (2.1830333 41.3962523),Tierra da Lua,,restaurant,,,,,,,,,,,2.1830333,41.3962523,243015,4608231,tierra da lua,-1
POINT (2.1818961 41.3942161),,,taxi,,,,,,,,,,,2.1818961,41.3942161,242889,4608004,,-1
POINT (2.1723439 41.3819524),Dunkin' Coffee,,fast_food,,,,,,,,Dunkin' Coffee,,donut;coffee_shop,2.1723439,41.3819524,241825,4606639,dunkin' coffee,814
POINT (2.172403 41.3818518),Bocatta,,fast_food,,,,,,,,,,,2.172403,41.3818518,241832,4606628,bocatta,814
POINT (2.1724342 41.381736),Sukaldari,,restaurant,,,,,,,,,,,2.1724342,41.381736,241835,4606615,sukaldari,814
POINT (2.1725305 41.3816636),Pita Inn,,fast_food,,,,,,,,,,,2.1725305,41.3816636,241846,4606607,pita inn,814
POINT (2.172597 41.3816326),Exact,,bureau_de_change,,,,,,,,,,,2.172597,41.3816326,241853,4606603,exact,814
POINT (2.1719827 41.3822966),Wok to Walk,,fast_food,,,,,la Rambla,95,8002.0,Wok to Walk,,asian,2.1719827,41.3822966,241785,4606677,wok to walk,-1
POINT (2.1726713 41.3815258),Pastelería Escribá Rambla De Les Flors,confectionery,,attraction,,,,Gran Via de les Corts Catalanes,546,8011.0,,,,2.1726713,41.3815258,241862,4606591,pastelería escribá rambla de les flors,814
POINT (2.1722322 41.3820703),Caixabank,,atm,,,,,,,,Caixabank,Caixabank,,2.1722322,41.3820703,241813,4606652,caixabank,814
POINT (2.1722044 41.3820665),Caixabank,,bureau_de_change,,,,,,,,Caixabank,,,2.1722044,41.3820665,241810,4606652,caixabank,814
POINT (2.173182 41.3809714),Hummus & company,,restaurant,,,,,La Rambla,67,8002.0,,,indian;international;kebab,2.173182,41.3809714,241919,4606530,hummus & company,814
POINT (2.1743205 41.3796645),Kubik Restaurant,,restaurant,,,,,La Rambla,45,,,,,2.1743205,41.3796645,242045,4606384,kubik restaurant,-1
POINT (2.1728591 41.3812802),Genové 1911,,restaurant,,,,,,,,,,,2.1728591,41.3812802,241883,4606564,genové 1911,814
POINT (2.1728937 41.3812444),Bello Italy,,restaurant,,,,,,,,,,,2.1728937,41.3812444,241887,4606560,bello italy,814
POINT (2.1727626 41.3813647),Pensión Las Flores,,,hotel,,,,La Rambla,,,,,,2.1727626,41.3813647,241872,4606574,pensión las flores,814
POINT (2.1731293 41.381036),Souvernis Sports,gift,,,,,,La Rambla,69,8002.0,,,,2.1731293,41.381036,241913,4606537,souvernis sports,814
POINT (2.1730901 41.3810752),Barcelona is My Style,gift,,,,,,La Rambla,69,8002.0,,,,2.1730901,41.3810752,241908,4606541,barcelona is my style,814
POINT (2.1727465 41.3814211),Hogan's,,pub,,,,,,,,,,,2.1727465,41.3814211,241870,4606580,hogan's,814
POINT (2.1728162 41.3813446),Egipte,,restaurant,,,,,,,,,,,2.1728162,41.3813446,241878,4606571,egipte,814
POINT (2.1693054 41.3843654),HED,hairdresser,,,,,,,,,,,,2.1693054,41.3843654,241487,4606908,hed,-1
POINT (2.1710542 41.383021),Granja Viader,,cafe,,,,,Carrer d'en Xuclà,4-6,,,,,2.1710542,41.383021,241682,4606758,granja viader,-1
POINT (2.1753232 41.3820651),La Granja 1872,,cafe,,,,,Carrer dels Banys Nous,4,8002.0,,,,2.1753232,41.3820651,242157,4606651,la granja 1872,-1
POINT (2.1755817 41.3818432),Aguade Bijuteria,jewelry,,,,,,Carrer d'Avinyó,1,8002.0,,,,2.1755817,41.3818432,242186,4606627,aguade bijuteria,858
POINT (2.1695092 41.3835926),Boix,bakery,,,,,,,,,,,,2.1695092,41.3835926,241510,4606822,boix,855
POINT (2.1684343 41.384535),Dalston Coffee,,cafe,,,,,,,,,,coffee_shop,2.1684343,41.384535,241390,4606926,dalston coffee,830
POINT (2.1690087 41.3844847),Kasparo,,cafe,,,,,,,,,,,2.1690087,41.3844847,241454,4606921,kasparo,-1
POINT (2.1718341 41.3823052),,books,,,,,,,,,,,,2.1718341,41.3823052,241769,4606678,,-1
POINT (2.1716972 41.3826567),Bonatapa,,cafe,,,,,,,,,,,2.1716972,41.3826567,241753,4606717,bonatapa,-1
POINT (2.1709656 41.383726),cent111onze,,restaurant,,,,,La Rambla,111,,,,,2.1709656,41.383726,241672,4606836,cent111onze,-1
POINT (2.170792 41.3839925),Telefónica,electronics,,,,,,,,,,,,2.170792,41.3839925,241653,4606866,telefónica,845
POINT (2.1707664 41.3840315),Regals Pacheco,gift,,,,,,,,,,,,2.1707664,41.3840315,241650,4606870,regals pacheco,845
POINT (2.1707374 41.3840778),Poliorama,,theatre,,,,,,,,,,,2.1707374,41.3840778,241646,4606876,poliorama,845
POINT (2.1706668 41.3842121),,,fast_food,,,,,,,,,,,2.1706668,41.3842121,241639,4606890,,845
POINT (2.1705638 41.3842853),Hotel Royal,,,hotel,,,,,,,,,,2.1705638,41.3842853,241627,4606899,hotel royal,-1
POINT (2.170482 41.3843881),La Poma,,restaurant,,,,,La Rambla,119,8002.0,,,italian,2.170482,41.3843881,241618,4606910,la poma,861
POINT (2.1768556 41.3861855),Casa dels Entremesos,,arts_centre,,,,,,,,,,,2.1768556,41.3861855,242328,4607110,casa dels entremesos,684
POINT (2.170821 41.382919),Los Toreros,,restaurant,,,,,,,,,,,2.170821,41.382919,241656,4606747,los toreros,827
POINT (2.1702706 41.3846643),Boadas,,bar,,,,,,,,,,,2.1702706,41.3846643,241595,4606941,boadas,860
POINT (2.1695575 41.3844667),L'Ovella Negra,,pub,,,,,Carrer de les Sitges,5,,,,,2.1695575,41.3844667,241515,4606919,l'ovella negra,861
POINT (2.1686707 41.3843196),Saha,convenience,,,,,,,,,,,,2.1686707,41.3843196,241416,4606902,saha,830
POINT (2.1693268 41.383702),Drogueria Gomara,chemist,,,,,,,,,,,,2.1693268,41.383702,241489,4606834,drogueria gomara,855
POINT (2.1700135 41.3833679),La Bolsera Professional,stationery,,,,,,Carrer d'en Xuclà,15,8001.0,,,,2.1700135,41.3833679,241566,4606797,la bolsera professional,-1
POINT (2.1679948 41.3846255),Ciclo tour,bicycle,,,,,,,,,,,,2.1679948,41.3846255,241341,4606937,ciclo tour,831
POINT (2.1694288 41.3836497),La Portorriqueña,convenience,,,,,,Carrer d'en Xuclà,25,8001.0,,,,2.1694288,41.3836497,241501,4606828,la portorriqueña,855
POINT (2.1696004 41.3835571),Manantial de Salud,chemist,,,,,,,,,,,,2.1696004,41.3835571,241520,4606818,manantial de salud,855
POINT (2.169815 41.3834726),Matalasseria Agustí Montfort,furniture,,,,,,,,,,,,2.169815,41.3834726,241544,4606808,matalasseria agustí montfort,-1
POINT (2.1696695 41.3835968),"Farmàcia Rosenfeld Barrenechea, Ricard",,pharmacy,,pharmacy,,,carrer Xucla,21,8001.0,,,,2.1696695,41.3835968,241528,4606822,"farmàcia rosenfeld barrenechea, ricard",855
POINT (2.1699008 41.3834122),L'Olla Framir,greengrocer,,,,,,,,,,,,2.1699008,41.3834122,241553,4606801,l'olla framir,-1
POINT (2.1698579 41.3834404),Testimonio,books,,,,,,,,,,,,2.1698579,41.3834404,241549,4606805,testimonio,-1
POINT (2.1701667 41.3832659),Organic,,restaurant,,,,,,,,,,,2.1701667,41.3832659,241583,4606785,organic,-1
POINT (2.1702901 41.3833855),Party-Fiesta,stationery,,,,,,,,,,,,2.1702901,41.3833855,241597,4606798,party-fiesta,-1
POINT (2.170504 41.3832611),Bar Lobo,,restaurant,,,,,Carrer del Pintor Fortuny,3,,,,,2.170504,41.3832611,241621,4606785,bar lobo,-1
POINT (2.1703808 41.3831077),Sagarra,,restaurant,,,,,,,,,,,2.1703808,41.3831077,241607,4606768,sagarra,-1
POINT (2.1800918 41.398628),"Farmàcia Galcerà Monné, M. Elena i Rosa",,pharmacy,,pharmacy,,,Gran Via de les Corts Catalanes,731,8013.0,,,,2.1800918,41.398628,242688,4608495,"farmàcia galcerà monné, m. elena i rosa",273
POINT (2.1793749 41.4000479),Farmacia E. Fors Iborra,,pharmacy,,,,,Carrer Mariners,189,8013.0,,,,2.1793749,41.4000479,242608,4608653,farmacia e. fors iborra,273
POINT (2.1829564 41.4011223),Hotel Glòries,,,hotel,,,,Carrer de Padilla,173,8013.0,,,,2.1829564,41.4011223,243007,4608773,hotel glòries,275
POINT (2.1908792 41.4045469),Gerència del Sector d'Urbanisme i Infraestructures - Biblioteca d'Urbanisme,,library,,,,,Avinguda Diagonal,240 4t,8018.0,,,,2.1908792,41.4045469,243889,4609154,gerència del sector d'urbanisme i infraestructures - biblioteca d'urbanisme,-1
POINT (2.1928801 41.4053714),Glòries Multicines,,cinema,,,,,Avinguda Diagonal,208,8018.0,,,,2.1928801,41.4053714,244111,4609246,glòries multicines,324
POINT (2.1855755 41.3988917),Museu de la Música,,,museum,,,,Carrer de Lepant,150,8013.0,,,,2.1855755,41.3988917,243298,4608525,museu de la música,271
POINT (2.1813837 41.3959308),Hotel ILUNION Auditori,,,hotel,,,,calle Sicília,166,8013.0,ILUNION Hotels,ILUNION Hotels,,2.1813837,41.3959308,242832,4608195,hotel ilunion auditori,-1
POINT (2.1794666 41.3960634),Hotel Ayre Casp,,,hotel,,,,Carrer de Casp,103,8013.0,,,,2.1794666,41.3960634,242618,4608210,hotel ayre casp,282
POINT (2.1824289 41.3950111),Escola Fort Pienc,,school,,,,,C Alí Bei,75,8013.0,,,,2.1824289,41.3950111,242948,4608093,escola fort pienc,-1
POINT (2.1687566 41.384376),Cafe d'Annunzio,,cafe,,,,,,,,,,,2.1687566,41.384376,241426,4606909,cafe d'annunzio,-1
POINT (2.1688853 41.3844243),Chelo,,cafe,,,,,,,,,,,2.1688853,41.3844243,241440,4606914,chelo,-1
POINT (2.1665958 41.3843133),P.Toran,butcher,,,,,,,,,,,,2.1665958,41.3843133,241185,4606902,p.toran,-1
POINT (2.1685396 41.3844156),PNB,clothes,,,,,,,,,,,,2.1685396,41.3844156,241402,4606913,pnb,830
POINT (2.1684824 41.3844697),Beca-Medri,doityourself,,,,,,,,,,,,2.1684824,41.3844697,241395,4606919,beca-medri,-1
POINT (2.1682309 41.3847423),Mustafa's,,fast_food,,,,,,,,,,kebab,2.1682309,41.3847423,241367,4606950,mustafa's,831
POINT (2.1680967 41.3847302),Cèntric,,cafe,,,,,,,,,,,2.1680967,41.3847302,241353,4606948,cèntric,831
POINT (2.1678768 41.3846859),Caixabank,,bank,,,,,,,,Caixabank,,,2.1678768,41.3846859,241328,4606943,caixabank,831
POINT (2.1678929 41.3847503),,,atm,,,,,,,,,,,2.1678929,41.3847503,241330,4606950,,831
POINT (2.1682362 41.3845732),Fruteria Jaime,greengrocer,,,,,,,,,,,,2.1682362,41.3845732,241368,4606931,fruteria jaime,831
POINT (2.1681611 41.3846255),Hosteria Grau,,,hotel,,,,,,,,,,2.1681611,41.3846255,241360,4606937,hosteria grau,831
POINT (2.1681764 41.3848139),Llenas,stationery,,,,,,,,,,,,2.1681764,41.3848139,241361,4606957,llenas,831
POINT (2.1609608 41.3962081),Hotel Sir Victor,,,hotel,,,,Carrer del Rosselló,265,8008.0,,,,2.1609608,41.3962081,240558,4608226,hotel sir victor,668
POINT (2.16178 41.3942863),Hotel Suites Avenue,,,hotel,,,,Passeig de Gràcia,83,8008.0,,,,2.16178,41.3942863,240649,4608012,hotel suites avenue,712
POINT (2.1808851 41.3717119),Eurostars Grand Marina Hotel,,,hotel,,,,Moll de Barcelona,1,8039.0,Eurostars Hotel Company,,,2.1808851,41.3717119,242776,4605499,eurostars grand marina hotel,16
POINT (2.1895807 41.3752504),Alberg Sea Point Hostel,,university,,,,,Pl Mar,4,8003.0,,,,2.1895807,41.3752504,243744,4605893,alberg sea point hostel,191
POINT (2.1894951 41.3753402),Buenas Migas,,cafe,,,,,Plaça del Mar,1,8003.0,Buenas Migas,,coffee_shop,2.1894951,41.3753402,243735,4605903,buenas migas,191
POINT (2.1896344 41.3753694),Mar,,restaurant,,,,,Plaça del Mar,1-4,8003.0,,,,2.1896344,41.3753694,243750,4605906,mar,191
POINT (2.1893469 41.3756728),Farmàcia Ramon Torelló Colet,,pharmacy,,pharmacy,,,Passeig de Joan de Borbó,72,8003.0,,,,2.1893469,41.3756728,243718,4605940,farmàcia ramon torelló colet,191
POINT (2.2118586 41.4051323),Hotel Attica 21,,,hotel,,,,Carrer de Provençals,10,8019.0,,,,2.2118586,41.4051323,246224,4609219,hotel attica 21,94
POINT (2.1730368 41.3849468),Salewa Store Barcelona,clothes,,,,,,Carrer de la Canuda,41,8002.0,,,,2.1730368,41.3849468,241902,4606972,salewa store barcelona,761
POINT (2.1457393 41.4020177),Mei Hua,,restaurant,,,,,,,,,,chinese,2.1457393,41.4020177,238864,4608873,mei hua,333
POINT (2.1446664 41.402923),1991,laundry,,,,,,,,,,,,2.1446664,41.402923,238744,4608973,1991,-1
POINT (2.1451385 41.4029834),Perrocker,hairdresser,,,,,,,,,,,,2.1451385,41.4029834,238797,4608980,perrocker,-1
POINT (2.1452028 41.4023154),Caprabo,supermarket,,,,,,,,,Caprabo,,,2.1452028,41.4023154,238804,4608906,caprabo,333
POINT (2.1456319 41.4024683),Consum,supermarket,,,,,,,,,Consum,Consum,,2.1456319,41.4024683,238852,4608923,consum,333
POINT (2.1468444 41.4012853),Bopan,bakery,,,,,,,,,,,,2.1468444,41.4012853,238987,4608791,bopan,378
POINT (2.1469409 41.4014221),Vialis,shoes,,,,,,,,,,,,2.1469409,41.4014221,238997,4608806,vialis,-1
POINT (2.1465667 41.401221),Caixabank,,bank,,,,,,,,Caixabank,,,2.1465667,41.401221,238956,4608784,caixabank,378
POINT (2.147158 41.4032395),La Terrassa,,cafe,,,,,,,,,,,2.147158,41.4032395,239022,4609009,la terrassa,217
POINT (2.1477911 41.4034165),Pizzeria Fontana,,restaurant,,,,,,,,,,,2.1477911,41.4034165,239092,4609028,pizzeria fontana,217
POINT (2.1465582 41.4037562),Caixabank,,bank,,,,,,,,Caixabank,,,2.1465582,41.4037562,238955,4609066,caixabank,-1
POINT (2.1546607 41.3658425),,,cafe,,,,,,,,,,,2.1546607,41.3658425,239857,4604846,,-1
POINT (2.1195645 41.4214676),,,cafe,,,,,,,,,,,2.1195645,41.4214676,235950,4611038,,4
POINT (2.1697931 41.3852806),Raig,yes,,,,,,,,,,,,2.1697931,41.3852806,241541,4607009,raig,824
POINT (2.170421 41.3845322),"Farmàcia Nadal Casas, Manuel",,pharmacy,,pharmacy,,,La Rambla,121,8002.0,,,,2.170421,41.3845322,241611,4606926,"farmàcia nadal casas, manuel",861
POINT (2.1703802 41.3845397),Pita Inn,,fast_food,,,,,,,,,,,2.1703802,41.3845397,241607,4606927,pita inn,861
POINT (2.1703539 41.3845823),Pans & Company,,fast_food,,,,,,,,Pans & Company,,sandwich,2.1703539,41.3845823,241604,4606932,pans & company,-1
POINT (2.1704162 41.3845138),Angel Aranda,jewelry,,,,,,,,,,,,2.1704162,41.3845138,241611,4606924,angel aranda,861
POINT (2.1701768 41.3847922),Panorama,photo,,,,,,,,,,,,2.1701768,41.3847922,241584,4606955,panorama,860
POINT (2.170138 41.3848666),Aromas de Turquía redtaurant,,restaurant,,,,,,,,,,turkish,2.170138,41.3848666,241580,4606963,aromas de turquía redtaurant,860
POINT (2.1701056 41.3849119),Canaletes Cerveseria,,restaurant,,,,,,,,,,,2.1701056,41.3849119,241576,4606968,canaletes cerveseria,860
POINT (2.1700387 41.384988),Musical Emporium,musical_instrument,,,,,,,,,,,,2.1700387,41.384988,241569,4606977,musical emporium,-1
POINT (2.1700193 41.385022),Jules Verne,,pub,,,,,,,,,,,2.1700193,41.385022,241567,4606981,jules verne,-1
POINT (2.1698748 41.3851596),Nuria,,restaurant,,,,,,,,,,,2.1698748,41.3851596,241550,4606996,nuria,-1
POINT (2.1703857 41.3851947),,kiosk,,,,,,,,,,,,2.1703857,41.3851947,241607,4607000,,737
POINT (2.1707068 41.3850332),Hotel Continental,,,hotel,,,,,,,,,,2.1707068,41.3850332,241643,4606982,hotel continental,737
POINT (2.1707085 41.3849977),Club Capitol,,theatre,,,,,,,,,,,2.1707085,41.3849977,241643,4606978,club capitol,737
POINT (2.1705549 41.3852613),It's Not The Same,clothes,,,,,,,,,,,,2.1705549,41.3852613,241626,4607007,it's not the same,737
POINT (2.1705984 41.385205),Pizza Marzano,,restaurant,,,,,,,,,,,2.1705984,41.385205,241631,4607001,pizza marzano,737
POINT (2.2176703 41.4130618),Consum,convenience,,,,,,,,,Consum,Consum,,2.2176703,41.4130618,246871,4610102,consum,61
POINT (2.2196461 41.4120729),Hotel sb Diagonal Zero,,,hotel,,,,Plaça de Llevant,,8019.0,,,,2.2196461,41.4120729,247091,4609992,hotel sb diagonal zero,57
POINT (2.1593618 41.3884807),Cinc Sentits,,restaurant,,,,,,,,,,,2.1593618,41.3884807,240380,4607366,cinc sentits,-1
POINT (2.1694606 41.3858504),Cafe Zurich,,cafe,,,,,,,,,,,2.1694606,41.3858504,241504,4607073,cafe zurich,-1
POINT (2.1696362 41.385359),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,2.1696362,41.385359,241524,4607018,mcdonald's,824
POINT (2.1698477 41.3852671),Burger King,,fast_food,,,,,,,,Burger King,,burger,2.1698477,41.3852671,241547,4607008,burger king,824
POINT (2.1707466 41.3859551),Hard Rock Cafe,,restaurant,,,,,Plaça Catalunya,21-22,8002.0,Hard Rock Cafe,,american,2.1707466,41.3859551,241648,4607085,hard rock cafe,579
POINT (2.1710418 41.3863068),Orange,mobile_phone,,,,,,,,,,,,2.1710418,41.3863068,241680,4607124,orange,579
POINT (2.1714197 41.3865873),Banco de España,,bank,,,,,Plaça Catalunya,17,8002.0,,,,2.1714197,41.3865873,241722,4607155,banco de españa,579
POINT (2.172522 41.388488),Pans & Company,,fast_food,,,,,,,,Pans & Company,,sandwich,2.172522,41.388488,241845,4607366,pans & company,706
POINT (2.1723798 41.3885959),Decimas,shoes,,,,,,,,,,,,2.1723798,41.3885959,241829,4607378,decimas,-1
POINT (2.1719117 41.3888305),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,2.1719117,41.3888305,241777,4607405,starbucks,705
POINT (2.1665367 41.3884918),Caixabank,,bank,,,,,,,,Caixabank,,,2.1665367,41.3884918,241179,4607367,caixabank,-1
POINT (2.1669465 41.3881068),La Tramoia,,restaurant,,,,,Gran Via de les Corts Catalanes,624,,,,,2.1669465,41.3881068,241224,4607324,la tramoia,-1
POINT (2.167454 41.3879364),Happy,,restaurant,,,,,,,,,,,2.167454,41.3879364,241281,4607305,happy,713
POINT (2.1678985 41.3875862),Burger King,,fast_food,,,,,,,,Burger King,,burger,2.1678985,41.3875862,241330,4607266,burger king,713
POINT (2.1682922 41.3870545),Caixabank,,bank,,,,,,,,Caixabank,La Caixa,,2.1682922,41.3870545,241374,4607207,caixabank,713
POINT (2.1684561 41.3870001),H10 Catalunya Plaza,,,hotel,,,,,,,,,,2.1684561,41.3870001,241393,4607201,h10 catalunya plaza,713
POINT (2.1685381 41.3869232),Caixabank,,bank,,,,,Plaça Catalunya,7,8002.0,Caixabank,,,2.1685381,41.3869232,241402,4607192,caixabank,713
POINT (2.1679205 41.3880191),Starbucks,,cafe,,,,,Rambla de Catalunya,10,8007.0,Starbucks,,coffee_shop,2.1679205,41.3880191,241333,4607314,starbucks,713
POINT (2.1679862 41.387981),Cullera de Boix,,cafe,,,,,,,,,,,2.1679862,41.387981,241340,4607310,cullera de boix,713
POINT (2.1683456 41.387684),Trobadour,,restaurant,,,,,Rambla de Catalunya,2-4,,,,,2.1683456,41.387684,241380,4607277,trobadour,713
POINT (2.1722971 41.3782645),Quiet Man,,pub,,,,,,,,,,,2.1722971,41.3782645,241820,4606228,quiet man,-1
POINT (2.1657972 41.3918763),McDonald's,,fast_food,,,,,Passeig de Gràcia,48,8007.0,McDonald's,,burger,2.1657972,41.3918763,241097,4607744,mcdonald's,687
POINT (2.1660167 41.3916926),Tapa Tapa,,restaurant,,,,,,,,,,regional;tapas,2.1660167,41.3916926,241121,4607723,tapa tapa,-1
POINT (2.1676904 41.390324),Five Guys,,fast_food,,,,,Passeig de Gràcia,28,8007.0,Five Guys,,burger,2.1676904,41.390324,241307,4607571,five guys,-1
POINT (2.1678915 41.3901637),Oassis Natural Cooking,,restaurant,,,,,Passeig de Gràcia,24,,,,,2.1678915,41.3901637,241330,4607553,oassis natural cooking,-1
POINT (2.1651777 41.3915093),Levi's,clothes,,,,,,Passeig de Gràcia,41,8007.0,Levi's,,,2.1651777,41.3915093,241028,4607703,levi's,727
POINT (2.1654329 41.3910304),Sala Dalmau,art,,,,,,Carrer del Consell de Cent,349-351,,,,,2.1654329,41.3910304,241056,4607650,sala dalmau,727
POINT (2.1650135 41.390701),Il Caffè di Francesco,,cafe,,,,,Carrer del Consell de Cent,343,,,,,2.1650135,41.390701,241009,4607613,il caffè di francesco,727
POINT (2.1660695 41.3908058),Sonder,,,hotel,,,,Passeig de Gràcia,29-31,,,,,2.1660695,41.3908058,241127,4607625,sonder,-1
POINT (2.1663478 41.3905849),BBVA,,bank,,,,,Passeig de Gràcia,25,,BBVA,BBVA,,2.1663478,41.3905849,241158,4607600,bbva,688
POINT (2.1666454 41.3902811),Tumi,bag,,,,,,Carrer de la Diputació,267,8007.0,,,,2.1666454,41.3902811,241191,4607566,tumi,688
POINT (2.1655726 41.38971),Hotel Continental Palacete,,,hotel,,,,Rambla de Catalunya,30-32,8007.0,,,,2.1655726,41.38971,241072,4607503,hotel continental palacete,-1
POINT (2.1672174 41.3898059),Nike,clothes,,,,,,Passeig de Gràcia,17,,Nike,,,2.1672174,41.3898059,241255,4607513,nike,656
POINT (2.1675802 41.3893894),Comedia,,cinema,,,,,,,,,,,2.1675802,41.3893894,241295,4607467,comedia,656
POINT (2.1668833 41.3888272),Ciutat Comtal,,restaurant,,,,,Rambla de Catalunya,18,8007.0,,,regional;tapas,2.1668833,41.3888272,241217,4607404,ciutat comtal,-1
POINT (2.1660252 41.388992),el Racó,,restaurant,,,,,Rambla de Catalunya,25,,,,,2.1660252,41.388992,241122,4607423,el racó,692
POINT (2.1657391 41.3890488),Pans,,fast_food,,,,,,,,,,,2.1657391,41.3890488,241090,4607429,pans,-1
POINT (2.1651222 41.3895639),Caixabank,,bank,,,,,,,,Caixabank,,,2.1651222,41.3895639,241021,4607486,caixabank,720
POINT (2.1637704 41.3906521),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,2.1637704,41.3906521,240871,4607607,banco santander,727
POINT (2.1639038 41.3905645),Taller de Tapas,,restaurant,,,,,Rambla de Catalunya,49-51,8007.0,,,,2.1639038,41.3905645,240886,4607598,taller de tapas,727
POINT (2.138552 41.3752518),BBVA,,bank,,,,,,,8014.0,BBVA,,,2.138552,41.3752518,238064,4605893,bbva,-1
