geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Malaga_hdbscan_5_5
POINT (-4.4159276 36.7304063),Podología Manrique,,,,podiatrist,,,Calle Manrique,23,29013.0,,,,-4.4159276,36.7304063,-491581,4088829,podología manrique,142
POINT (-4.4705584 36.706935),Restaurante Volcánico,,restaurant,,,,,Avenida José Ortega y Gasset,216,,,,,-4.4705584,36.706935,-497663,4086216,restaurante volcánico,51
POINT (-4.4289637 36.7252226),Partitura,musical_instrument,,,,,,Calle Don Juan de Austria,29,29009.0,,,,-4.4289637,36.7252226,-493032,4088252,partitura,113
POINT (-4.4801554 36.6548143),Málaga Supercharger,,charging_station,,,,,,,,Tesla Supercharger,"Tesla, Inc.",,-4.4801554,36.6548143,-498731,4080414,málaga supercharger,-1
POINT (-4.473497 36.6608383),,,charging_station,,,,,,,,,Endesa,,-4.473497,36.6608383,-497990,4081085,,-1
POINT (-4.4679852 36.7060457),,,charging_station,,,,,,,,,EDP,,-4.4679852,36.7060457,-497376,4086117,,-1
POINT (-4.3548885 36.7205013),Ferretería La Llave,hardware,,,,,,Calle Almería,75,29017.0,,,,-4.3548885,36.7205013,-484786,4087726,ferretería la llave,39
POINT (-4.3547607 36.7204869),Centro Cultural La Llave,,community_centre,,,association,,Calle Almería,77,29017.0,,,,-4.3547607,36.7204869,-484772,4087725,centro cultural la llave,39
POINT (-4.4154164 36.728732),Numismática Reina,collector,,,,,,Calle Tejeros,13,,,,,-4.4154164,36.728732,-491524,4088642,numismática reina,142
POINT (-4.44013 36.693611),Mass Oven & Grill,,restaurant,,,,,Calle Pacífico,35,29004.0,,,italian;pizza,-4.44013,36.693611,-494275,4084733,mass oven & grill,95
POINT (-4.4424834 36.7276111),BBVA,,bank,,,,,Calle Martínez de la Rosa,167,,,,,-4.4424834,36.7276111,-494537,4088518,bbva,88
POINT (-4.4287879 36.723504),Málaga Stop Hostel,,,hostel,,,,Calle Don Juan de Austria,2,29009.0,,,,-4.4287879,36.723504,-493013,4088060,málaga stop hostel,76
POINT (-4.4245349 36.7225197),Laundry Carreteria,laundry,,,,,,Calle Postigo de Arance,1,29008.0,,,,-4.4245349,36.7225197,-492539,4087951,laundry carreteria,142
POINT (-4.4212343 36.7230007),Bueno Café,coffee,,,,,,Calle Comedias,20,29008.0,,,,-4.4212343,36.7230007,-492172,4088004,bueno café,142
POINT (-4.423451 36.7231213),Taberna Varo,,cafe,,,,,Calle Andrés Pérez,20,29008.0,,,,-4.423451,36.7231213,-492419,4088018,taberna varo,142
POINT (-4.4233372 36.7443295),Centro Ciudadano Sagrada Familia,,community_centre,,,,,Avenida Santiago Ramón y Cajal,61,29014.0,,Ayuntamiento de Málaga,,-4.4233372,36.7443295,-492406,4090379,centro ciudadano sagrada familia,103
POINT (-4.5474884 36.7296777),Coliseum Sports Bar,,pub,,,,,Calle José Calderón,228,29590.0,,,,-4.5474884,36.7296777,-506226,4088748,coliseum sports bar,11
POINT (-4.5464376 36.7286676),La Guareña,,bar,,,,,Calle Israel,27,29590.0,,,,-4.5464376,36.7286676,-506109,4088635,la guareña,10
POINT (-4.5475656 36.7288137),Océano,,bar,,,,,Calle Jacob,6,29590.0,,,,-4.5475656,36.7288137,-506235,4088652,océano,10
POINT (-4.4686687 36.6994483),TKH Security,,,,,company,,Calle Paquiro,32,29006.0,,,,-4.4686687,36.6994483,-497452,4085383,tkh security,-1
POINT (-4.4554818 36.7163814),Aracavia,,veterinary,,,,,Calle Saint-Exupêry,10,29007.0,,,,-4.4554818,36.7163814,-495984,4087268,aracavia,61
POINT (-4.419963 36.7217611),Pepa Revuelo,,pub,,,,,,,,,,,-4.419963,36.7217611,-492030,4087866,pepa revuelo,142
POINT (-4.4210445 36.7228473),Mala Mia,,bar,,,,,,,,,,,-4.4210445,36.7228473,-492151,4087987,mala mia,142
POINT (-4.4209718 36.7227868),Tabu,,bar,,,,,,,,,,,-4.4209718,36.7227868,-492143,4087981,tabu,142
POINT (-4.4212347 36.7225737),Ok Kebab 2,,fast_food,,,,,,,,,,kebab,-4.4212347,36.7225737,-492172,4087957,ok kebab 2,142
POINT (-4.4187935 36.7224675),Rocking Beatas,,bar,,,,,,,,,,,-4.4187935,36.7224675,-491900,4087945,rocking beatas,142
POINT (-4.4396931 36.7129385),Lidl,supermarket,,,,,,Calle Gerona,43,29006.0,,,,-4.4396931,36.7129385,-494227,4086884,lidl,110
POINT (-4.4378204 36.7128395),Carrefour Express,supermarket,,,,,,,,,,,,-4.4378204,36.7128395,-494018,4086873,carrefour express,110
POINT (-4.4292692 36.7128722),Electrónica Caballero Valverde,,,,,company,,Calle Cuarteles,56,29002.0,,,,-4.4292692,36.7128722,-493066,4086877,electrónica caballero valverde,134
POINT (-4.4433869 36.6977378),Andrés Franco Fisioterapia y Osteopatía,,,,physiotherapist,,,Calle Emilio Prados,18,29003.0,,,,-4.4433869,36.6977378,-494638,4085192,andrés franco fisioterapia y osteopatía,-1
POINT (-4.4354774 36.7134608),Farmacia Tilos,,pharmacy,,pharmacy,,,Paseo de los Tilos,30,29006.0,,,,-4.4354774,36.7134608,-493757,4086942,farmacia tilos,-1
POINT (-4.4213508 36.7507641),Protein Hub,nutrition_supplements,,,,,,Calle Borde Alegre,1,29014.0,,,,-4.4213508,36.7507641,-492185,4091095,protein hub,-1
POINT (-4.4240035 36.72289),FOMO Bar,,restaurant,,,,,Calle Carretería,44,29008.0,,,regional;spanish,-4.4240035,36.72289,-492480,4087992,fomo bar,142
POINT (-4.4587414 36.6931036),La Parroquia del Tapeo,,restaurant,,,,,Avenida Isaac Peral,35,29004.0,,,regional;coffee_shop;spanish,-4.4587414,36.6931036,-496347,4084676,la parroquia del tapeo,-1
POINT (-4.4915941 36.6775561),Málaga Airport Transfers,,,,,company,,Avenida Comandante García Morato,,29004.0,,,,-4.4915941,36.6775561,-500004,4082946,málaga airport transfers,25
POINT (-4.4774665 36.6565078),,,atm,,,,,,,,Euronet,Euronet,,-4.4774665,36.6565078,-498432,4080602,,20
POINT (-4.4770829 36.6571103),Mango,clothes,,,,,,,,,Mango,,,-4.4770829,36.6571103,-498389,4080670,mango,20
POINT (-4.4762944 36.6581173),Skechers,shoes,,,,,,,,,Skechers,,,-4.4762944,36.6581173,-498301,4080782,skechers,20
POINT (-4.4760905 36.6580506),Primor,cosmetics,,,,,,,,,Primor,,,-4.4760905,36.6580506,-498278,4080774,primor,20
POINT (-4.4774303 36.6582238),Polo Ralph Lauren,clothes,,,,,,,,,Polo Ralph Lauren,,,-4.4774303,36.6582238,-498428,4080793,polo ralph lauren,20
POINT (-4.4778702 36.6581323),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,-4.4778702,36.6581323,-498477,4080783,starbucks,20
POINT (-4.4779426 36.6573652),Guess,clothes,,,,,,,,,Guess,,,-4.4779426,36.6573652,-498485,4080698,guess,20
POINT (-4.4780901 36.6573846),Tommy Hilfiger,clothes,,,,,,,,,Tommy Hilfiger,,,-4.4780901,36.6573846,-498501,4080700,tommy hilfiger,20
POINT (-4.4785501 36.6569575),Burger King,,fast_food,,,,,,,,Burger King,,burger,-4.4785501,36.6569575,-498552,4080653,burger king,20
POINT (-4.4788291 36.6564981),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-4.4788291,36.6564981,-498583,4080601,mcdonald's,20
POINT (-4.4790034 36.6563184),BLOCK HOUSE,,restaurant,,,,,,,,BLOCK HOUSE,,steak_house,-4.4790034,36.6563184,-498603,4080581,block house,20
POINT (-4.4791596 36.6560726),AliExpress,variety_store,,,,,,,,,,,,-4.4791596,36.6560726,-498620,4080554,aliexpress,20
POINT (-4.4235689 36.7152695),Museum de la Imaginación,,,museum,,,,Calle Martínez Campos,13,29001.0,,,,-4.4235689,36.7152695,-492432,4087144,museum de la imaginación,142
POINT (-4.5161667 36.6796646),Quad Aventura Costa del Sol,atv,,,,,,Camino Huertecilla,34,29140.0,,,,-4.5161667,36.6796646,-502740,4083180,quad aventura costa del sol,-1
POINT (-4.4354829 36.7215789),Beauty Atenea,beauty,,,,,,Calle Martínez Maldonado,42,29007.0,,,,-4.4354829,36.7215789,-493758,4087846,beauty atenea,122
POINT (-4.4200939 36.7211389),Fernández-Cruz Miguel,sewing,,,,,,Calle Molina Lario,3,29015.0,,,,-4.4200939,36.7211389,-492045,4087797,fernández-cruz miguel,142
POINT (-4.4500819 36.6789533),Pichardo Cranes Tower,,,,,company,,Camino de la Térmica,116,29004.0,,,,-4.4500819,36.6789533,-495383,4083101,pichardo cranes tower,-1
POINT (-4.3943857 36.723461),Chinitas Boutique Bellavista,,,hotel,,,,Avenida Pintor Joaquín Sorolla,30,,,,,-4.3943857,36.723461,-489183,4088056,chinitas boutique bellavista,72
POINT (-4.4098203 36.7210526),Ferretería La Llave,hardware,,,,,,Paseo de Reding,31,29016.0,,,,-4.4098203,36.7210526,-490901,4087788,ferretería la llave,81
POINT (-4.4099192 36.7210563),Aldaba,,,,,estate_agent,,Paseo de Reding,31,29016.0,,,,-4.4099192,36.7210563,-490912,4087788,aldaba,81
POINT (-4.4013407 36.7283184),Colegio Oficial de Arquitectos de Málaga,,,,,association,,Calle Palmeras del Limonar,31,29016.0,,,,-4.4013407,36.7283184,-489957,4088596,colegio oficial de arquitectos de málaga,-1
POINT (-4.3924894 36.7299984),Mirador Hacienda Clavero,,,viewpoint,,,,,,,,,,-4.3924894,36.7299984,-488972,4088783,mirador hacienda clavero,-1
POINT (-4.4145704 36.7269215),Asador Padilla,,fast_food,,,,,,10,29012.0,,,chicken,-4.4145704,36.7269215,-491430,4088441,asador padilla,142
POINT (-4.4146302 36.7269092),Pizza e Amore,,fast_food,,,,,,10,29012.0,,,pizza,-4.4146302,36.7269092,-491437,4088440,pizza e amore,142
POINT (-4.4771628 36.7325162),Casa Museo Suso de Marcos,,,museum,,,,Calle Lope de Rueda,1,,,,,-4.4771628,36.7325162,-498398,4089064,casa museo suso de marcos,17
POINT (-4.4468535 36.6995349),Cajamar,,bank,,,,,Avenida Manuel Torres,14,29003.0,Cajamar,,,-4.4468535,36.6995349,-495024,4085392,cajamar,97
POINT (-4.4706609 36.6722074),Eurorepar AZR,car_repair,,,,,,Pasaje Villa Rosa,11,29004.0,,,,-4.4706609,36.6722074,-497674,4082350,eurorepar azr,-1
POINT (-4.4169802 36.7338477),FSáenz,hardware,,,,,,Calle Zurbarán,23,,,,,-4.4169802,36.7338477,-491698,4089212,fsáenz,-1
POINT (-4.4160012 36.7329909),Lunares,fashion_accessories,,,,,,Plaza Olletas,3,29013.0,,,,-4.4160012,36.7329909,-491589,4089117,lunares,142
POINT (-4.4160495 36.7344175),Telepizza,,fast_food,,,,,Camino Colmenar,19,,Telepizza,,pizza,-4.4160495,36.7344175,-491595,4089275,telepizza,142
POINT (-4.4160247 36.734164),Papelería Hermanos Martos,stationery,,,,,,Camino Colmenar,13,,,,,-4.4160247,36.734164,-491592,4089247,papelería hermanos martos,142
POINT (-4.4160346 36.7340512),Saúñ Gallardo,,,,physiotherapist,,,Camino Colmenar,11,,,,,-4.4160346,36.7340512,-491593,4089235,saúñ gallardo,142
POINT (-4.421804 36.7352714),Ferretería Las Flores,hardware,,,,,,Calle Obispo Bartolomé Espejo,9,29014.0,,,,-4.421804,36.7352714,-492235,4089370,ferretería las flores,104
POINT (-4.423898 36.7179074),The Lights Hostel,,,hostel,,,,,,,,,,-4.423898,36.7179074,-492468,4087437,the lights hostel,142
POINT (-4.455827 36.7198644),Clínica Veterinaria Malaka,,veterinary,,,,,,7,29007.0,,,,-4.455827,36.7198644,-496023,4087655,clínica veterinaria malaka,-1
POINT (-4.4556776 36.7199117),Asociación Deportiva Quercus Andalucía,,,,,association,,,7,29007.0,,,,-4.4556776,36.7199117,-496006,4087661,asociación deportiva quercus andalucía,-1
POINT (-4.476701 36.657422),José Luis,jewelry,,,,,,,,,,,,-4.476701,36.657422,-498346,4080704,josé luis,20
POINT (-4.4239605 36.721425),Pitaya,,fast_food,,,,,Calle Compañía,,29008.0,Pitaya,,thai,-4.4239605,36.721425,-492475,4087829,pitaya,142
POINT (-4.4139705 36.7158683),,tobacco,,,,,,,,,,,,-4.4139705,36.7158683,-491363,4087210,,84
POINT (-4.4499774 36.6936079),Anarte Electricidad,electrical,,,,,,Camino de los Guindos,11,29004.0,,,,-4.4499774,36.6936079,-495371,4084732,anarte electricidad,101
POINT (-4.4218613 36.7447251),Bazar Rabat,variety_store,,,,,,,,,,,,-4.4218613,36.7447251,-492242,4090423,bazar rabat,103
POINT (-4.4218124 36.745184),VF Inmobiliaria,,,,,estate_agent,,Calle Emilio Thuillier,66,,,,,-4.4218124,36.745184,-492236,4090474,vf inmobiliaria,103
POINT (-4.4218063 36.7452095),Óptica Ciudad Jardín,optician,,,,,,Calle Emilio Thuillier,64,,Optical Center,,,-4.4218063,36.7452095,-492235,4090477,óptica ciudad jardín,103
POINT (-4.4141821 36.7262827),Calzados Yeves Martín,shoes,,,,,,Calle Victoria,100,29012.0,,,,-4.4141821,36.7262827,-491387,4088370,calzados yeves martín,142
POINT (-4.4143256 36.7260662),Clarel,chemist,,,,,,Calle Victoria,96,29012.0,Clarel,,,-4.4143256,36.7260662,-491403,4088346,clarel,142
POINT (-4.4134788 36.7274522),Malaka,,restaurant,,,,,Calle Compás de la Victoria,6,29012.0,,,mediterranean;pizza,-4.4134788,36.7274522,-491308,4088500,malaka,142
POINT (-4.4136141 36.7267947),Rocío,religion,,,,,,,20,29012.0,,,,-4.4136141,36.7267947,-491324,4088427,rocío,142
POINT (-4.4813476 36.7397722),Ferretería Carnero Luque,hardware,,,,,,Carril del Molino,4,,,,,-4.4813476,36.7397722,-498864,4089871,ferretería carnero luque,17
POINT (-4.4813869 36.7393516),Calzados Ani,shoes,,,,,,Calle Lope de Rueda,130,,,,,-4.4813869,36.7393516,-498868,4089825,calzados ani,17
POINT (-4.4813407 36.7393031),Puerto Electricidad,electrical,,,,,,Calle Lope de Rueda,126,,,,,-4.4813407,36.7393031,-498863,4089819,puerto electricidad,17
POINT (-4.4813159 36.7392671),Diamond's Woman,clothes,,,,,,Calle Lope de Rueda,126,,,,,-4.4813159,36.7392671,-498860,4089815,diamond's woman,17
POINT (-4.4812864 36.739231),Leiben Home,,,,,estate_agent,,Calle Lope de Rueda,124,,,,,-4.4812864,36.739231,-498857,4089811,leiben home,17
POINT (-4.4412597 36.6917382),Finolis,,restaurant,,,,,Calle Pacífico,49,,,,,-4.4412597,36.6917382,-494401,4084524,finolis,-1
POINT (-4.4291568 36.7216624),,tobacco,,,,,,,,,,,,-4.4291568,36.7216624,-493054,4087855,,132
POINT (-4.4355354 36.7134833),Comic Store,books,,,,,,Paseo de los Tilos,30,29006.0,,,,-4.4355354,36.7134833,-493764,4086945,comic store,-1
POINT (-4.429339 36.7216473),Ori Luz de Mi Vida,new_age,,,,,,Calle Mármoles,40,29007.0,,,,-4.429339,36.7216473,-493074,4087854,ori luz de mi vida,132
POINT (-4.4161494 36.7362701),Ziklo,,restaurant,,,,,Camino Colmenar,39,,,,,-4.4161494,36.7362701,-491606,4089482,ziklo,142
POINT (-4.4161743 36.736041),La Alegría de los Montes,,fast_food,,,,,Camino Colmenar,37,,,,,-4.4161743,36.736041,-491609,4089456,la alegría de los montes,142
POINT (-4.4161212 36.7357584),Bazar Alimentación,convenience,,,,,,Camino Colmenar,35,,,,,-4.4161212,36.7357584,-491603,4089425,bazar alimentación,142
POINT (-4.4160728 36.7352183),MK,hairdresser,,,,,,Camino Colmenar,29,,,,,-4.4160728,36.7352183,-491597,4089365,mk,142
POINT (-4.4160861 36.7353108),Panadería Olletas,bakery,,,,,,,,,,,,-4.4160861,36.7353108,-491599,4089375,panadería olletas,142
POINT (-4.4161161 36.7355205),Valdivia Y Armijo,,dentist,,dentist,,,Camino Colmenar,33,,,,,-4.4161161,36.7355205,-491602,4089398,valdivia y armijo,142
POINT (-4.4161202 36.7357089),Carnicería Emilio Mérida,butcher,,,,,,Camino Colmenar,35,,,,,-4.4161202,36.7357089,-491603,4089419,carnicería emilio mérida,142
POINT (-4.4160474 36.7348849),La Cabaña,,bar,,,,,Camino Colmenar,25,,,,,-4.4160474,36.7348849,-491594,4089327,la cabaña,142
POINT (-4.4160388 36.7347396),Maldito Kharma,tattoo,,,,,,Camino Colmenar,23,,,,,-4.4160388,36.7347396,-491593,4089311,maldito kharma,142
POINT (-4.4160393 36.7344735),Med.arquitectos,,,,,architect,,Calle Espírea,1,29013.0,,,,-4.4160393,36.7344735,-491593,4089282,med.arquitectos,142
POINT (-4.4156721 36.7343624),Bamvú,,restaurant,,,,,Camino Colmenar,22,,,,,-4.4156721,36.7343624,-491553,4089269,bamvú,142
POINT (-4.415631 36.7338671),La Malagueña,,fast_food,,,,,Camino Colmenar,12,,,,fish,-4.415631,36.7338671,-491548,4089214,la malagueña,142
POINT (-4.4159957 36.7338513),El Buco,,cafe,,,,,Camino Colmenar,7,,,,,-4.4159957,36.7338513,-491589,4089212,el buco,142
POINT (-4.4159694 36.7337268),Cortinahogar Valdivia,curtain,,,,,,Camino Colmenar,5,,,,,-4.4159694,36.7337268,-491586,4089198,cortinahogar valdivia,142
POINT (-4.4159359 36.7334937),,tobacco,,,,,,Camino Colmenar,1,,,,,-4.4159359,36.7334937,-491582,4089173,,142
POINT (-4.4159604 36.7334285),Cortinahogar Valdivia,curtain,,,,,,,7,,,,,-4.4159604,36.7334285,-491585,4089165,cortinahogar valdivia,142
POINT (-4.4143324 36.7306878),ReparAuto,car_repair,,,,,,Calle Fernando el Católico,29,29013.0,,,,-4.4143324,36.7306878,-491403,4088860,reparauto,142
POINT (-4.4140118 36.7301609),Centro Médico Alborán,,doctors,,doctor,,,Calle Fernando el Católico,21,29013.0,,,,-4.4140118,36.7301609,-491368,4088802,centro médico alborán,142
POINT (-4.4416068 36.7107187),Barberia,hairdresser,,,,,,Calle Alberche,3,29006.0,,,,-4.4416068,36.7107187,-494440,4086637,barberia,-1
POINT (-4.4779439 36.6587517),Crocs,shoes,,,,,,,,,Crocs,,,-4.4779439,36.6587517,-498485,4080852,crocs,20
POINT (-4.4788325 36.6581301),Le Creuset,houseware,,,,,,,,,Le Creuset,,,-4.4788325,36.6581301,-498584,4080783,le creuset,20
POINT (-4.4191227 36.7211521),La Tetería,,cafe,,,,,,,,,,,-4.4191227,36.7211521,-491937,4087799,la tetería,142
POINT (-4.4230013 36.7217998),Caramba Store,clothes,,,,,,,,,,,,-4.4230013,36.7217998,-492369,4087871,caramba store,142
POINT (-4.4211463 36.7219767),Fundido,,fast_food,,,,,,,,,,sandwich,-4.4211463,36.7219767,-492162,4087890,fundido,142
POINT (-4.4320242 36.7133926),Juguetes Mabel,toys,,,,,,,,,,,,-4.4320242,36.7133926,-493373,4086935,juguetes mabel,-1
POINT (-4.4218363 36.7228162),Café Bar Chaplin,,pub,,,,,,,,,,,-4.4218363,36.7228162,-492239,4087984,café bar chaplin,142
POINT (-4.4218741 36.7228448),,,parcel_locker,,,,,,,,mylocker,,,-4.4218741,36.7228448,-492243,4087987,,142
POINT (-4.420501 36.7229135),Jamones Salamanca,butcher,,,,,,,,,,,,-4.420501,36.7229135,-492090,4087995,jamones salamanca,142
POINT (-4.4206034 36.7229734),Malaka,,fast_food,,,,,,,,,,kebab,-4.4206034,36.7229734,-492102,4088001,malaka,142
POINT (-4.4456939 36.7134415),Centro Cívico Histórico-Cultural Ucraniano Maydan,,community_centre,,,,,Calle Albahaca,5,29006.0,,,,-4.4456939,36.7134415,-494895,4086940,centro cívico histórico-cultural ucraniano maydan,-1
POINT (-4.4150934 36.7253496),Supermercado Victoria,convenience,,,,,,Calle Victoria,49,29012.0,,,,-4.4150934,36.7253496,-491488,4088266,supermercado victoria,142
POINT (-4.4164358 36.7233685),Leo Mora,hairdresser,,,,,,Calle Victoria,10,29012.0,,,,-4.4164358,36.7233685,-491638,4088045,leo mora,142
POINT (-4.4162565 36.7236141),LeoVegas,,,,,company,,Calle Victoria,18,29012.0,,,,-4.4162565,36.7236141,-491618,4088073,leovegas,142
POINT (-4.4143497 36.7265978),Ultramarinos Maribel,convenience,,,,,,,2,29012.0,,,,-4.4143497,36.7265978,-491405,4088405,ultramarinos maribel,142
POINT (-4.4122322 36.7274418),MR,hairdresser,,,,,,Calle Hurtado de Mendoza,2,29012.0,,,,-4.4122322,36.7274418,-491170,4088499,mr,142
POINT (-4.4105087 36.7301814),Blue Castle,,,guest_house,,,,Calle Juan Such,3,29012.0,,,,-4.4105087,36.7301814,-490978,4088804,blue castle,-1
POINT (-4.4130564 36.727799),,hairdresser,,,,,,Calle Amargura,13,29012.0,,,,-4.4130564,36.727799,-491261,4088539,,142
POINT (-4.4143082 36.7265706),,hairdresser,,,,,,Plaza de la Victoria,2,29012.0,,,,-4.4143082,36.7265706,-491401,4088402,,142
POINT (-4.4134773 36.7283204),Ferretería Juan,hardware,,,,,,Calle Compás de la Victoria,17,29012.0,,,,-4.4134773,36.7283204,-491308,4088597,ferretería juan,142
POINT (-4.4139129 36.7286959),Montón y Jurado,,,,,lawyer,,Calle San Patricio,7,29013.0,,,,-4.4139129,36.7286959,-491357,4088638,montón y jurado,142
POINT (-4.4141341 36.7286146),Gesa Mediación,,,,,insurance,,Calle San Patricio,4,29013.0,,,,-4.4141341,36.7286146,-491381,4088629,gesa mediación,142
POINT (-4.4143892 36.7278282),Edita y Libreta,stationery,,,,,,Calle Cristo de la Epidemia,15,29013.0,,,,-4.4143892,36.7278282,-491410,4088542,edita y libreta,142
POINT (-4.4159224 36.7242829),Atípico Vintage,clothes,,,,,,Calle Victoria,19,29012.0,,,,-4.4159224,36.7242829,-491580,4088147,atípico vintage,142
POINT (-4.4160466 36.7238873),,,atm,,,,,,,,Euro Automatic Cash,Euro Automatic Cash,,-4.4160466,36.7238873,-491594,4088103,,142
POINT (-4.4160633 36.7241156),Paula Lupiañez Tattoo,tattoo,,,,,,Calle Victoria,15,29012.0,,,,-4.4160633,36.7241156,-491596,4088129,paula lupiañez tattoo,142
POINT (-4.4160006 36.7242004),Federación Malagueña de Peñas,,,,,association,,Calle Victoria,17,29012.0,,,,-4.4160006,36.7242004,-491589,4088138,federación malagueña de peñas,142
POINT (-4.415863 36.7241269),Clínica Victoria,,doctors,,doctor,,,Calle Victoria,34,29012.0,,,,-4.415863,36.7241269,-491574,4088130,clínica victoria,142
POINT (-4.4160605 36.7238661),Alnatura,florist,,,,,,Calle Victoria,26,29012.0,,,,-4.4160605,36.7238661,-491596,4088101,alnatura,142
POINT (-4.415705 36.7245586),Clan of Beauty,hairdresser,,,,,,Calle Victoria,27,29012.0,,,,-4.415705,36.7245586,-491556,4088178,clan of beauty,142
POINT (-4.4154695 36.7246119),Fruteria Cenia,greengrocer,,,,,,Calle Victoria,48,29012.0,,,,-4.4154695,36.7246119,-491530,4088184,fruteria cenia,142
POINT (-4.4152634 36.7248707),Loterías y Apuestas del Estado,lottery,,,,,,Calle Victoria,58,29012.0,Loterías y Apuestas del Estado,,,-4.4152634,36.7248707,-491507,4088213,loterías y apuestas del estado,142
POINT (-4.4152889 36.7248307),Mapfre,,,,,insurance,,Calle Victoria,56,29012.0,Mapfre,,,-4.4152889,36.7248307,-491510,4088208,mapfre,142
POINT (-4.4149436 36.7255191),Check In Loft,,,,,property_management,,Calle Victoria,57,29012.0,,,,-4.4149436,36.7255191,-491472,4088285,check in loft,142
POINT (-4.4149066 36.725566),Estudio 4.11,,,,,graphic_design,,Calle Victoria,59,29012.0,,,,-4.4149066,36.725566,-491467,4088290,estudio 4.11,142
POINT (-4.4147695 36.7254911),Fermento,bakery,,,,,,Calle Victoria,76,29012.0,,,,-4.4147695,36.7254911,-491452,4088282,fermento,142
POINT (-4.4163308 36.7237719),Instituto Municipal para la Formación y el Empleo,,,,,employment_agency,,Calle Victoria,9,29012.0,,Ayuntamiento de Málaga,,-4.4163308,36.7237719,-491626,4088090,instituto municipal para la formación y el empleo,142
POINT (-4.4146469 36.7256367),Notting Hill,hairdresser,,,,,,Calle Victoria,78,29012.0,,,,-4.4146469,36.7256367,-491438,4088298,notting hill,142
